SE270,SE131,TF14,SE605,SE080,SE475,SE450,SE600,SE011,SE446,SE460,SE455,SE025,SE480,SE380,SE441,SE370,YEAR,SE281,SE136,SE375,SE420,SE206,FADN_2012_,SE132,SE256,SE360,SE207,SE470,SE336,REGION,SE135
124080.0,116491.0,(48) Specialist sheep and goats,40182.0,138.07,5150.0,26925.0,39717.0,3860.02,1238787.0,77096.0,68280.0,138.07,50823.0,2959.0,1411089.0,9422.0,2012,59661.0,184.77525018,6496.0,40876.0,83507.0,413,0.9388448147,8302.0,15968.0,604.79428428,56880.0,29572.0,(0413) England - West Region,24682.0
125370.0,113954.0,(49) Specialist cattle,30632.0,112.92,9314.0,25161.0,30243.0,3500.57,1173045.0,57828.0,76658.0,96.48,35482.0,3596.0,1332691.0,7094.0,2012,61658.0,289.27416653,4693.0,20064.0,77909.0,413,0.908936092,8545.0,17118.0,689.98042694,75261.0,31211.0,(0413) England - West Region,27499.0
656260.0,739854.0,(50) Specialist granivores,5727.0,551.83,4162.0,107320.0,5436.0,5030.4,526831.0,15072.0,92196.0,21.44,102495.0,3889.0,741419.0,33830.0,2012,518092.0,663.80737049,1618.0,89113.0,723068.0,413,1.1273803298,3500.0,30005.0,1310.3078027000001,65437.0,68825.0,(0413) England - West Region,13287.0
326049.0,307055.0,(80) Mixed crops and livestock,57060.0,146.87,44506.0,46136.0,56550.0,5921.7,1546941.0,62164.0,178901.0,182.2,100492.0,7927.0,1834141.0,29833.0,2012,163495.0,832.46878225,17405.0,40760.0,133633.0,413,0.9417466139,27279.0,40351.0,909.85340884,106274.0,67037.0,(0413) England - West Region,146144.0
317275.0,342437.0,(45) Specialist milk,34292.0,183.75,7467.0,77724.0,33801.0,5330.95,678160.0,147111.0,143310.0,80.65,38303.0,7559.0,1046306.0,15544.0,2012,199420.0,308.05076684,4845.0,59397.0,312458.0,421,1.0793052567,5134.0,32365.0,1700.4130891,38209.0,57542.0,(0421) Wales,24844.0
124537.0,113929.0,(48) Specialist sheep and goats,42526.0,170.57,4747.0,23061.0,42103.0,3661.18,782242.0,62171.0,91340.0,151.27,34650.0,2210.0,958814.0,3911.0,2012,69448.0,139.57033617,3606.0,32018.0,87444.0,421,0.9148203578,5382.0,18612.0,512.66225436,47731.0,26750.0,(0421) Wales,21103.0
113422.0,111283.0,(49) Specialist cattle,31278.0,127.57,6232.0,27008.0,30900.0,3581.32,663434.0,49880.0,79549.0,92.85,24494.0,1931.0,819872.0,5447.0,2012,57916.0,241.54714853,2729.0,28853.0,82096.0,421,0.9811416443000001,6798.0,16648.0,643.5297641,59269.0,28751.0,(0421) Wales,22389.0
217018.0,191623.0,(15) Specialist COP,41168.0,16.64,18129.0,87397.0,39986.0,3691.81,1479020.0,6770.0,157784.0,143.67,113685.0,4234.0,1730971.0,14297.0,2012,73580.0,1091.0151560999998,9265.0,15670.0,13368.0,431,0.882980258,31628.0,47043.0,803.3516542,15986.0,68598.0,(0431) Scotland,146626.0
350676.0,350996.0,(16) Specialist other fieldcrops,49120.0,47.86,69477.0,86208.0,47963.0,5690.37,2302064.0,11399.0,233027.0,174.44,158217.0,8691.0,2632699.0,22568.0,2012,131480.0,1797.7170403999999,15758.0,49906.0,37819.0,431,1.0009119377,28862.0,64985.0,790.12687279,41392.0,107194.0,(0431) Scotland,284315.0
556532.0,557726.0,(45) Specialist milk,55528.0,286.89,17506.0,295007.0,54067.0,8048.03,1611629.0,281001.0,152977.0,149.69,191479.0,9754.0,2340614.0,37572.0,2012,330048.0,198.97681764,5566.0,79663.0,519568.0,431,1.0021459368999999,8388.0,72533.0,1811.0338725000001,118510.0,101058.0,(0431) Scotland,29771.0
177039.0,120515.0,(48) Specialist sheep and goats,70683.0,202.37,3452.0,36580.0,69661.0,4479.89,775557.0,106179.0,74244.0,807.24,49765.0,3978.0,992560.0,12292.0,2012,90092.0,33.791927670999996,7448.0,14767.0,87362.0,431,0.680724894,5887.0,23016.0,431.68982401,61803.0,40214.0,(0431) Scotland,27265.0
211002.0,172014.0,(49) Specialist cattle,61932.0,187.0,10964.0,70311.0,60926.0,4466.47,753190.0,129907.0,92370.0,178.08,79301.0,3452.0,1045777.0,9956.0,2012,113616.0,184.38272261,6114.0,25782.0,134735.0,431,0.8152239876999999,4506.0,30264.0,720.4951317000001,114511.0,47600.0,(0431) Scotland,32773.0
305812.0,276841.0,(80) Mixed crops and livestock,58408.0,135.32,28259.0,92864.0,57004.0,4884.84,1478733.0,61564.0,175552.0,187.51,110041.0,7437.0,1808713.0,17983.0,2012,143117.0,795.43455129,9288.0,29040.0,116949.0,431,0.9052641375,13887.0,51815.0,864.24601195,115694.0,76172.0,(0431) Scotland,146004.0
258612.0,266468.0,(45) Specialist milk,22763.0,148.02,13153.0,93941.0,21991.0,5491.34,1131484.0,91009.0,65288.0,73.15,1809.0,4183.0,1381722.0,7021.0,2012,161426.0,480.70826031,7579.0,30212.0,229801.0,441,1.0303781804,1502.0,32770.0,1552.4919917000002,42294.0,45632.0,(0441) Northern Ireland,35165.0
69511.0,53766.0,(48) Specialist sheep and goats,32288.0,74.27,3813.0,22957.0,31621.0,2888.61,887413.0,27899.0,26160.0,124.48,666.0,586.0,964429.0,1264.0,2012,35922.0,86.81001483700001,3410.0,16407.0,40511.0,441,0.7734975145999999,2449.0,9833.0,545.44327493,24098.0,18496.0,(0441) Northern Ireland,10806.0
73369.0,59029.0,(49) Specialist cattle,23876.0,65.45,6202.0,29195.0,23209.0,2886.38,950481.0,23315.0,32419.0,55.34,568.0,1068.0,1035411.0,2023.0,2012,35275.0,260.53340771,2315.0,9048.0,42262.0,441,0.8045511667,2360.0,12852.0,645.69758247,46735.0,19836.0,(0441) Northern Ireland,14407.0
184040.0,244154.0,(16) Specialist other fieldcrops,32224.0,35.46,4409.0,121471.0,31281.0,3814.21,420841.0,20727.0,107738.0,70.1,60389.0,7187.0,670776.0,1699.0,2013,79467.0,2863.4013491,22876.0,90260.0,43385.0,341,1.3266318631,12230.0,31577.0,1223.47896,19113.0,41235.0,(0341) Vlaanderen,188539.0
407037.0,466078.0,(20) Specialist horticulture,7260.0,3.16,71803.0,332636.0,3761.0,10580.94,163206.0,2123.0,108225.0,11.22,79139.0,12400.0,606190.0,68513.0,2013,128159.0,36086.474545,5334.0,67343.0,2657.0,341,1.1450505474,71906.0,62530.0,841.79818378,1431.0,130102.0,(0341) Vlaanderen,391515.0
188815.0,247359.0,(45) Specialist milk,24332.0,114.12,2314.0,202634.0,24426.0,4706.98,366965.0,76026.0,72168.0,46.44,12848.0,9484.0,717793.0,478.0,2013,90986.0,394.48979399,9393.0,81426.0,225092.0,341,1.3100602664,4283.0,36550.0,1972.3326827999997,31507.0,41924.0,(0341) Vlaanderen,17983.0
127150.0,136055.0,(49) Specialist cattle,23845.0,98.7,2357.0,89727.0,22223.0,3544.18,241016.0,75152.0,44238.0,38.71,9694.0,5376.0,450133.0,186.0,2013,65393.0,497.93158348,8528.0,29425.0,113586.0,341,1.0700329954999999,3287.0,19600.0,1150.8249924000002,77615.0,28067.0,(0341) Vlaanderen,19182.0
575718.0,619866.0,(50) Specialist granivores,11931.0,518.77,10330.0,504430.0,9063.0,3953.96,325557.0,45234.0,49218.0,22.06,409.0,17097.0,924439.0,1200.0,2013,449924.0,1692.5316309999998,5160.0,49041.0,574101.0,341,1.0766838993999999,12470.0,54811.0,1106.6636894,115964.0,47527.0,(0341) Vlaanderen,33295.0
177806.0,217014.0,(60) Mixed crops,16772.0,55.48,8545.0,108265.0,14491.0,6112.89,402219.0,30307.0,84929.0,41.78,60297.0,4033.0,625720.0,9971.0,2013,81671.0,3974.9099742,11388.0,56508.0,54458.0,341,1.2205081141,8931.0,29469.0,981.53098426,31719.0,41274.0,(0341) Vlaanderen,153624.0
326072.0,378627.0,(70) Mixed livestock,24284.0,300.06,4484.0,252676.0,22957.0,4639.95,384887.0,78041.0,77383.0,46.38,15640.0,12748.0,792987.0,577.0,2013,213693.0,924.29089836,10681.0,75463.0,330878.0,341,1.1611784724,5637.0,40969.0,1102.7133731,76839.0,47404.0,(0341) Vlaanderen,42113.0
259600.0,301387.0,(80) Mixed crops and livestock,29988.0,164.94,4857.0,174642.0,28426.0,4272.4,328215.0,70123.0,88990.0,58.0,32492.0,8252.0,661970.0,2595.0,2013,151299.0,1848.4852832000001,16343.0,68789.0,190511.0,341,1.1609674445,5283.0,36681.0,1155.0209387,75902.0,44430.0,(0341) Vlaanderen,105593.0
141021.0,176559.0,(16) Specialist other fieldcrops,32254.0,9.74,7664.0,72326.0,31202.0,2580.57,436729.0,8645.0,75946.0,71.22,40682.0,7192.0,593646.0,1328.0,2013,53177.0,2118.0343243,18033.0,67381.0,9602.0,343,1.2520049321,16174.0,21911.0,985.78490911,7629.0,39381.0,(0343) Wallonie,150784.0
171422.0,204246.0,(45) Specialist milk,26574.0,112.65,3538.0,149443.0,26363.0,4657.48,425747.0,81894.0,90576.0,63.72,6690.0,10524.0,747660.0,782.0,2013,79246.0,293.63814534,10552.0,59875.0,183144.0,343,1.1914769655,2391.0,28761.0,1625.7289320999998,31676.0,41558.0,(0343) Wallonie,18711.0
130988.0,133299.0,(49) Specialist cattle,37393.0,120.29,5821.0,97449.0,35899.0,4366.33,251952.0,121576.0,57985.0,71.11,4370.0,6379.0,528961.0,747.0,2013,66010.0,301.7069928,8024.0,39304.0,109507.0,343,1.0176384425,2337.0,19512.0,910.37708107,81228.0,30317.0,(0343) Wallonie,21455.0
276850.0,312185.0,(70) Mixed livestock,43773.0,349.5,10590.0,235350.0,42696.0,6246.9,222217.0,82177.0,106460.0,82.68,13493.0,17399.0,646204.0,2569.0,2013,146772.0,646.49479273,13974.0,77755.0,255395.0,343,1.1276314368,3340.0,42061.0,730.73865707,54931.0,54076.0,(0343) Wallonie,53450.0
188289.0,208335.0,(80) Mixed crops and livestock,36830.0,88.05,10277.0,95510.0,35434.0,4085.15,487060.0,83431.0,109418.0,76.17,28862.0,8449.0,775420.0,1513.0,2013,91305.0,1410.7462170999997,16053.0,55844.0,93678.0,343,1.1064631429,7205.0,27047.0,1063.9739577999999,56653.0,43922.0,(0343) Wallonie,107452.0
214079.0,201704.0,(15) Specialist COP,55717.0,2.04,25722.0,31416.0,54346.0,8740.58,92218.0,983.0,116400.0,268.96,96488.0,4368.0,241016.0,17990.0,2013,69592.0,716.31888294,38929.0,43134.0,1782.0,831,0.942194001,7463.0,32644.0,870.93910411,273.0,50557.0,(0831) Severozapaden,192459.0
45972.0,59662.0,(20) Specialist horticulture,3244.0,0.08,1397.0,16272.0,2974.0,10743.61,18361.0,39.0,73186.0,2.97,78149.0,2504.0,107858.0,13392.0,2013,10836.0,20674.959185,191.0,16665.0,66.0,831,1.2977997509,721.0,4089.0,752.15454285,32.0,14959.0,(0831) Severozapaden,58875.0
21112.0,23727.0,(45) Specialist milk,6466.0,27.58,1946.0,5677.0,6342.0,5220.67,6162.0,15102.0,3676.0,14.77,19352.0,64.0,30617.0,3990.0,2013,11128.0,276.25877273,702.0,9706.0,19584.0,831,1.1238762387,62.0,803.0,710.00926249,1890.0,4424.0,(0831) Severozapaden,4081.0
109980.0,108187.0,(50) Specialist granivores,7072.0,118.95,3330.0,50132.0,6947.0,7187.49,6405.0,3330.0,54374.0,2.21,24254.0,2570.0,114242.0,8154.0,2013,74163.0,342.19450384,392.0,6697.0,106060.0,831,0.9837005520000001,1376.0,7558.0,891.62255503,23097.0,17142.0,(0831) Severozapaden,751.0
18867.0,19252.0,(60) Mixed crops,4339.0,0.26,2284.0,3619.0,4338.0,3870.45,8531.0,90.0,9718.0,24.66,10921.0,108.0,21957.0,3589.0,2013,5399.0,799.21429155,2987.0,4722.0,171.0,831,1.0203991909,570.0,1482.0,644.52723111,53.0,5302.0,(0831) Severozapaden,18511.0
6813.0,7760.0,(80) Mixed crops and livestock,1521.0,2.75,1232.0,2859.0,1517.0,3441.45,5400.0,1629.0,2658.0,5.84,6388.0,37.0,12546.0,941.0,2013,3279.0,617.98694069,541.0,2464.0,4120.0,831,1.1389371487,30.0,484.0,812.14743166,4601.0,1531.0,(0831) Severozapaden,3610.0
215027.0,205576.0,(15) Specialist COP,50843.0,3.05,23218.0,22873.0,50476.0,9648.93,53934.0,1375.0,96276.0,243.1,122244.0,3592.0,174458.0,26143.0,2013,64638.0,823.16565049,48395.0,42310.0,2746.0,832,0.9560488576999999,2972.0,27375.0,900.23268063,582.0,44884.0,(0832) Severen tsentralen,199858.0
6298.0,6541.0,(36) Specialist orchards - fruits,2146.0,0.0,108.0,26.0,2144.0,1928.89,18577.0,2.0,5965.0,5.5,10846.0,267.0,24569.0,1559.0,2013,1160.0,1224.2762842,373.0,2781.0,5.0,832,1.0385690114,0.0,1673.0,1691.3618316,16.0,1267.0,(0832) Severen tsentralen,6536.0
20472.0,20002.0,(45) Specialist milk,6964.0,20.9,2306.0,9962.0,6915.0,3574.78,3604.0,9653.0,8314.0,16.78,23581.0,480.0,31533.0,2933.0,2013,8976.0,264.91013897,1288.0,6809.0,15548.0,832,0.9770493843000001,8.0,2450.0,743.99994118,1966.0,4344.0,(0832) Severen tsentralen,4446.0
876576.0,813704.0,(50) Specialist granivores,86186.0,704.94,15136.0,227053.0,83997.0,37497.55,70170.0,31695.0,353553.0,101.02,438804.0,16953.0,682471.0,96051.0,2013,557335.0,1171.2967125,20661.0,30837.0,693132.0,832,0.9282753483,3699.0,76668.0,983.25625085,121579.0,108907.0,(0832) Severen tsentralen,116873.0
17012.0,18417.0,(60) Mixed crops,4095.0,0.03,1599.0,3306.0,4095.0,4417.9,13359.0,0.0,13733.0,15.2,11222.0,1014.0,30398.0,3724.0,2013,3976.0,1212.7176032,1870.0,6314.0,13.0,832,1.0825646989,2.0,3345.0,439.48463719,18.0,3083.0,(0832) Severen tsentralen,18402.0
15584.0,17674.0,(80) Mixed crops and livestock,3490.0,4.81,3321.0,4886.0,3019.0,1950.18,3273.0,1981.0,9082.0,9.86,13051.0,307.0,19222.0,1353.0,2013,7508.0,709.90881051,1364.0,5255.0,10651.0,832,1.1340953164,22.0,1832.0,1317.9567332999998,6515.0,3219.0,(0832) Severen tsentralen,7001.0
256480.0,226481.0,(15) Specialist COP,54279.0,3.4,49436.0,44082.0,50666.0,8505.47,49663.0,1265.0,110062.0,266.3,93249.0,5385.0,205072.0,21201.0,2013,68982.0,809.78539827,75577.0,22610.0,3094.0,833,0.8830373799,7892.0,27176.0,910.04294477,436.0,58158.0,(0833) Severoiztochen,215496.0
20278.0,22079.0,(45) Specialist milk,3130.0,16.91,2535.0,8991.0,2865.0,3242.35,1896.0,10248.0,8167.0,6.7,7256.0,816.0,29303.0,1787.0,2013,9865.0,706.54814462,1224.0,5369.0,17154.0,833,1.08885514,190.0,2182.0,1014.6667631000001,1487.0,4403.0,(0833) Severoiztochen,4735.0
5597.0,8409.0,(48) Specialist sheep and goats,3014.0,10.72,431.0,5674.0,3002.0,2336.28,1699.0,5107.0,1246.0,3.42,6797.0,1.0,13726.0,597.0,2013,2958.0,247.96765952,361.0,5814.0,7562.0,833,1.5022689905000002,0.0,531.0,705.11191835,814.0,1149.0,(0833) Severoiztochen,846.0
316409.0,330195.0,(50) Specialist granivores,21083.0,220.33,13440.0,86144.0,17648.0,9757.81,9441.0,7355.0,86751.0,19.52,116183.0,3980.0,189692.0,27702.0,2013,202119.0,988.92223818,7528.0,31726.0,309318.0,833,1.0435704670000001,1569.0,18595.0,1403.8790595,41230.0,56485.0,(0833) Severoiztochen,19308.0
22857.0,22553.0,(80) Mixed crops and livestock,4192.0,7.26,3573.0,5281.0,4004.0,3461.74,4977.0,2622.0,10836.0,14.19,10408.0,546.0,23716.0,2580.0,2013,9590.0,738.0188181,2523.0,4899.0,11921.0,833,0.9866850256,250.0,2393.0,952.82492948,6703.0,5226.0,(0833) Severoiztochen,10381.0
69071.0,52032.0,(15) Specialist COP,25876.0,1.1,6935.0,13802.0,25771.0,4859.6,6966.0,1193.0,30164.0,124.44,14954.0,983.0,52126.0,6870.0,2013,22014.0,432.22051856,12244.0,8834.0,1051.0,834,0.7533122890999999,708.0,7865.0,956.1507712000001,109.0,19095.0,(0834) Yugozapaden,50273.0
20250.0,19315.0,(16) Specialist other fieldcrops,3730.0,0.0,4123.0,15843.0,3715.0,3867.59,4326.0,0.0,12715.0,13.19,10403.0,886.0,32884.0,2132.0,2013,6351.0,1530.8736765,776.0,2779.0,22.0,834,0.9538195635,93.0,4692.0,10513.600573,20.0,5413.0,(0834) Yugozapaden,19200.0
28518.0,26496.0,(20) Specialist horticulture,983.0,0.02,755.0,33161.0,969.0,5779.23,7454.0,5.0,38462.0,0.91,15264.0,218.0,79083.0,5491.0,2013,7380.0,28090.169887,55.0,-1053.0,6.0,834,0.9290850139,1691.0,4975.0,270.81621332,1.0,10399.0,(0834) Yugozapaden,24799.0
16598.0,18242.0,(45) Specialist milk,3085.0,13.47,904.0,12413.0,3056.0,3956.84,10067.0,7048.0,6803.0,11.86,10777.0,372.0,36331.0,1999.0,2013,7718.0,306.28790376,622.0,5659.0,14613.0,834,1.0989918315,6.0,2378.0,1084.8647669000002,1680.0,3510.0,(0834) Yugozapaden,3623.0
7591.0,10161.0,(48) Specialist sheep and goats,3343.0,10.14,354.0,7687.0,3333.0,3538.54,4938.0,6217.0,2693.0,11.71,11451.0,132.0,21535.0,1186.0,2013,4044.0,189.50061369,370.0,5902.0,7931.0,834,1.3384589040000001,13.0,726.0,781.80750653,1318.0,1133.0,(0834) Yugozapaden,2216.0
52198.0,62903.0,(50) Specialist granivores,2092.0,33.82,1043.0,12354.0,2084.0,5113.66,3737.0,1198.0,17082.0,5.24,36601.0,1163.0,34372.0,3966.0,2013,32241.0,1485.7375903,525.0,12945.0,55143.0,834,1.2050786677,0.0,2335.0,1630.2829163,10360.0,11969.0,(0834) Yugozapaden,7760.0
7454.0,4695.0,(80) Mixed crops and livestock,2870.0,2.54,1058.0,3079.0,2862.0,2162.65,7738.0,1346.0,5331.0,8.31,6650.0,255.0,17495.0,460.0,2013,2691.0,273.54696491,397.0,1239.0,2395.0,834,0.6298890949,100.0,1618.0,687.44690216,2970.0,2033.0,(0834) Yugozapaden,2200.0
162890.0,130434.0,(15) Specialist COP,49578.0,1.5,28110.0,14653.0,47819.0,8394.54,32231.0,744.0,78361.0,234.63,81763.0,4316.0,125988.0,17504.0,2013,50504.0,568.24754809,24334.0,16713.0,1071.0,835,0.8007454792,6447.0,20525.0,711.82047393,156.0,45708.0,(0835) Yuzhen tsentralen,122916.0
21672.0,20471.0,(45) Specialist milk,4696.0,22.18,893.0,6088.0,4479.0,3990.74,3990.0,9801.0,7222.0,8.71,9304.0,390.0,27102.0,1646.0,2013,13356.0,434.17110326,534.0,4006.0,16685.0,835,0.9445878986,85.0,1295.0,752.16518135,1849.0,4450.0,(0835) Yuzhen tsentralen,3701.0
7542.0,8844.0,(48) Specialist sheep and goats,3364.0,13.45,641.0,2044.0,3261.0,3611.33,1923.0,8081.0,1226.0,8.03,8588.0,4.0,13273.0,1070.0,2013,4891.0,200.56063553,418.0,4563.0,7306.0,835,1.1725977081,0.0,268.0,542.99358617,1845.0,892.0,(0835) Yuzhen tsentralen,1539.0
146090.0,138188.0,(50) Specialist granivores,6057.0,147.57,697.0,33464.0,4227.0,7206.85,9969.0,2959.0,35625.0,5.71,40651.0,2185.0,82016.0,9929.0,2013,93688.0,369.30447010000006,1389.0,408.0,135587.0,835,0.9459087461,849.0,9023.0,918.7889492,16002.0,29877.0,(0835) Yuzhen tsentralen,1751.0
9402.0,9184.0,(60) Mixed crops,4228.0,0.3,521.0,1182.0,4036.0,3586.42,7048.0,157.0,5398.0,9.42,11282.0,20.0,13785.0,1577.0,2013,2705.0,994.86353677,726.0,3819.0,182.0,835,0.9768393674,167.0,1144.0,610.0627063,11.0,3230.0,(0835) Yuzhen tsentralen,8836.0
3903.0,4529.0,(80) Mixed crops and livestock,1740.0,2.23,777.0,635.0,1649.0,2146.59,884.0,1193.0,1609.0,4.73,4030.0,5.0,4321.0,148.0,2013,2061.0,479.32346377,225.0,2275.0,2254.0,835,1.1603088069,13.0,240.0,473.50219089,2178.0,1226.0,(0835) Yuzhen tsentralen,2262.0
168524.0,142172.0,(15) Specialist COP,49578.0,2.57,19284.0,11556.0,46949.0,7935.05,29299.0,1455.0,63049.0,237.89,85067.0,3586.0,105359.0,19273.0,2013,52988.0,568.78992156,30351.0,21407.0,2408.0,836,0.8436332167,5508.0,20867.0,937.19789921,325.0,41459.0,(0836) Yugoiztochen,134256.0
45943.0,49085.0,(16) Specialist other fieldcrops,12696.0,1.25,1781.0,5950.0,11931.0,7645.23,19756.0,750.0,13658.0,42.97,38811.0,928.0,40114.0,10968.0,2013,9726.0,1075.3461,3874.0,15190.0,1320.0,836,1.0683843258,1931.0,5451.0,1058.3130695,173.0,14996.0,(0836) Yugoiztochen,45835.0
22958.0,26522.0,(45) Specialist milk,5391.0,23.31,1008.0,4886.0,5239.0,3900.52,2557.0,10250.0,8667.0,13.19,20412.0,792.0,26359.0,2042.0,2013,12639.0,255.17913741,622.0,8967.0,23153.0,836,1.1552299387,182.0,2259.0,993.37063322,1437.0,4604.0,(0836) Yugoiztochen,3188.0
10827.0,10706.0,(48) Specialist sheep and goats,5499.0,14.13,62.0,7645.0,5451.0,3968.71,9080.0,7780.0,1789.0,16.78,9851.0,75.0,26296.0,2125.0,2013,5077.0,37.712912912,319.0,5330.0,9952.0,836,0.9888076345,127.0,1142.0,704.14414306,2625.0,2089.0,(0836) Yugoiztochen,627.0
702408.0,749399.0,(50) Specialist granivores,51660.0,500.14,2397.0,130490.0,46001.0,21175.24,40569.0,19559.0,150887.0,15.97,305103.0,14199.0,341506.0,44224.0,2013,522408.0,777.0362171,6850.0,102224.0,733210.0,836,1.0668989342,4119.0,32381.0,1466.0080595000002,75903.0,82346.0,(0836) Yugoiztochen,12070.0
22870.0,23735.0,(60) Mixed crops,6471.0,1.55,1148.0,1089.0,6194.0,5283.23,16910.0,582.0,8677.0,23.95,15282.0,352.0,27259.0,3926.0,2013,6795.0,943.48005285,2652.0,7253.0,1552.0,836,1.0378582402,626.0,2879.0,998.53799347,213.0,6265.0,(0836) Yugoiztochen,21558.0
12185.0,11829.0,(80) Mixed crops and livestock,4027.0,6.05,1122.0,2583.0,3798.0,2961.08,3195.0,2648.0,6645.0,13.42,6916.0,453.0,15071.0,1281.0,2013,5216.0,398.30167916,837.0,3774.0,7151.0,836,0.9708424795999999,152.0,1581.0,713.75499088,4548.0,2817.0,(0836) Yugoiztochen,4526.0
48829.0,30219.0,(15) Specialist COP,21737.0,0.35,117.0,6963.0,21661.0,2201.43,230657.0,642.0,42012.0,59.41,33602.0,1041.0,280273.0,844.0,2013,18230.0,474.52699711,9800.0,3051.0,166.0,740,0.6188689977,3562.0,4975.0,469.38635909,51.0,13939.0,(0740) Cyprus,26491.0
29413.0,32716.0,(16) Specialist other fieldcrops,8839.0,0.21,93.0,7922.0,8765.0,3231.22,162557.0,358.0,24663.0,16.66,22643.0,268.0,195500.0,4185.0,2013,9261.0,2180.3614546999997,2118.0,12186.0,99.0,740,1.1122899661,202.0,4243.0,461.29008344,67.0,9339.0,(0740) Cyprus,32415.0
7765.0,8734.0,(36) Specialist orchards - fruits,1240.0,0.01,221.0,2316.0,1185.0,1989.24,59792.0,25.0,8398.0,2.16,5999.0,47.0,70531.0,748.0,2013,1729.0,4276.5993647,62.0,2222.0,4.0,740,1.1247403575,295.0,1372.0,1848.2856387000002,24.0,3808.0,(0740) Cyprus,8435.0
9387.0,6589.0,(37) Specialist olives,3413.0,0.12,0.0,8616.0,3330.0,2082.96,156237.0,218.0,17273.0,5.11,5433.0,453.0,182344.0,1021.0,2013,1348.0,1462.2759397,25.0,533.0,247.0,740,0.7020095295000001,34.0,3456.0,902.62925579,82.0,3083.0,(0740) Cyprus,6309.0
7396.0,8126.0,(38) Permanent crops combined,3100.0,0.02,60.0,2550.0,3064.0,2084.2,110275.0,0.0,9107.0,5.51,5121.0,0.0,121932.0,483.0,2013,1281.0,1644.5480318,290.0,3954.0,130.0,740,1.0986965317,60.0,1830.0,5784.8101266,80.0,3512.0,(0740) Cyprus,7936.0
43180.0,41871.0,(48) Specialist sheep and goats,6265.0,22.46,28.0,13908.0,6234.0,3149.85,31842.0,39800.0,15168.0,11.71,38079.0,396.0,100718.0,1934.0,2013,29339.0,468.76314029,1369.0,4925.0,36615.0,740,0.9696672075,0.0,3491.0,1630.1434064000002,1935.0,6652.0,(0740) Cyprus,5256.0
20401.0,18615.0,(60) Mixed crops,6331.0,0.28,0.0,9968.0,6262.0,2924.85,117378.0,243.0,12719.0,9.29,16123.0,756.0,140307.0,3556.0,2013,6114.0,2073.6824392000003,861.0,4951.0,981.0,740,0.9124803512,83.0,2703.0,3413.0269473000003,203.0,6411.0,(0740) Cyprus,17552.0
12181.0,9136.0,(80) Mixed crops and livestock,2430.0,1.7,0.0,11177.0,2417.0,2193.11,16255.0,1350.0,11545.0,5.8,9021.0,231.0,40328.0,396.0,2013,4578.0,620.4697092,177.0,384.0,5574.0,740,0.7500865707,12.0,2757.0,1099.6322475,11852.0,4041.0,(0740) Cyprus,3551.0
203330.0,197872.0,(15) Specialist COP,53135.0,7.66,22478.0,110915.0,51512.0,6148.76,91954.0,1719.0,162222.0,176.08,110682.0,3463.0,366810.0,24244.0,2013,67891.0,990.96598944,11644.0,47049.0,6699.0,745,0.9731572671,18450.0,25515.0,873.69307931,2952.0,70572.0,(0745) Czech Republic,172723.0
419841.0,400884.0,(16) Specialist other fieldcrops,85478.0,35.27,41437.0,231482.0,83041.0,14637.71,135334.0,12129.0,286573.0,231.39,205014.0,4820.0,665517.0,71025.0,2013,144288.0,1433.6767273,19430.0,66122.0,38439.0,745,0.9548474659,32739.0,42711.0,1089.9247592,12906.0,137568.0,(0745) Czech Republic,329707.0
149503.0,169215.0,(20) Specialist horticulture,1310.0,0.04,2462.0,70311.0,917.0,8362.5,14283.0,0.0,47200.0,5.34,79086.0,398.0,131793.0,22044.0,2013,48199.0,31281.591094,12861.0,28427.0,12.0,745,1.1318459856999998,3544.0,12203.0,278.36431477,57.0,53799.0,(0745) Czech Republic,165659.0
57497.0,56038.0,(36) Specialist orchards - fruits,12738.0,0.73,2813.0,90918.0,12110.0,4011.24,46161.0,222.0,47321.0,22.71,29141.0,1836.0,184622.0,6397.0,2013,10045.0,2581.4416017,1180.0,18998.0,527.0,745,0.9746215434000001,2022.0,11663.0,712.17573041,304.0,26376.0,(0745) Czech Republic,53489.0
465726.0,383968.0,(45) Specialist milk,127892.0,155.45,37580.0,473431.0,126075.0,19567.65,85207.0,85655.0,312396.0,250.73,217849.0,8854.0,956689.0,97208.0,2013,162273.0,445.70350318,10348.0,51197.0,238285.0,745,0.8244520426999999,34016.0,49428.0,1532.8967771,42061.0,137615.0,(0745) Czech Republic,111667.0
43809.0,32446.0,(48) Specialist sheep and goats,33578.0,22.72,3340.0,42015.0,33107.0,4547.32,33135.0,12647.0,33214.0,59.43,22006.0,1056.0,121011.0,3238.0,2013,14863.0,133.36912573,1051.0,21810.0,19050.0,745,0.74062182,6087.0,7643.0,838.41874853,11573.0,15957.0,(0745) Czech Republic,7308.0
139266.0,78537.0,(49) Specialist cattle,93948.0,78.82,9816.0,120374.0,92921.0,7225.31,85083.0,43536.0,107884.0,174.97,68486.0,2662.0,356877.0,23303.0,2013,42267.0,175.84583168,6047.0,34493.0,40193.0,745,0.5639335861,8243.0,19429.0,509.96878610000005,21058.0,45558.0,(0745) Czech Republic,30100.0
