SE270,SE131,TF14,SE605,SE080,SE475,SE450,SE600,SE011,SE446,SE460,SE455,SE025,SE480,SE380,SE441,SE370,YEAR,SE281,SE136,SE375,SE420,SE206,FADN_2012_,SE132,SE256,SE360,SE207,SE470,SE336,REGION,SE135
66911.0,81210.0,(49) Specialist cattle,16194.0,62.14,10215.0,58379.0,17513.0,4283.91,249224.0,30501.0,48933.0,31.73,74886.0,78.0,387038.0,625.0,2005,43179.0,728.38567058,2493.0,31811.0,57876.0,222,1.2136980856,469.0,11178.0,931.37922247,74389.0,9358.0,(0222) Piemonte,22865.0
358200.0,426241.0,(50) Specialist granivores,8822.0,370.01,15359.0,317434.0,10082.0,6669.69,557686.0,17610.0,85630.0,32.93,76743.0,635.0,978360.0,25216.0,2005,254559.0,1230.9889626,4309.0,78123.0,385144.0,222,1.1899519965,3329.0,26751.0,1040.8920712000001,171769.0,46729.0,(0222) Piemonte,37767.0
19593.0,27567.0,(60) Mixed crops,4189.0,2.12,6206.0,32063.0,4467.0,2549.03,130755.0,1756.0,30207.0,13.92,14516.0,24.0,194781.0,625.0,2005,6301.0,1857.9210702,1167.0,12577.0,1793.0,222,1.4069744116,728.0,6733.0,843.88578782,1716.0,4743.0,(0222) Piemonte,25046.0
49323.0,59959.0,(80) Mixed crops and livestock,12008.0,23.93,11537.0,59875.0,12376.0,3576.15,288585.0,18331.0,48825.0,24.12,60297.0,11.0,415616.0,2975.0,2005,24893.0,1256.648643,1914.0,23012.0,29800.0,222,1.2156361829,767.0,9707.0,1245.0883527,18983.0,9823.0,(0222) Piemonte,29391.0
34924.0,41463.0,(15) Specialist COP,17809.0,0.46,1077.0,21074.0,17278.0,2760.22,569280.0,85.0,43948.0,28.66,70518.0,74.0,634387.0,1728.0,2005,9506.0,1480.5990648,8099.0,23869.0,1475.0,230,1.187228934,1246.0,7526.0,1486.0876455999999,1673.0,7991.0,(0230) Lombardia,38742.0
47313.0,72863.0,(16) Specialist other fieldcrops,7924.0,0.38,391.0,27364.0,8220.0,3694.8,504526.0,32.0,42161.0,22.58,33075.0,57.0,574084.0,6287.0,2005,15476.0,3345.0319305999997,5511.0,33849.0,226.0,230,1.5400109116,488.0,8376.0,588.55687955,373.0,11606.0,(0230) Lombardia,72148.0
86765.0,161709.0,(20) Specialist horticulture,281.0,0.21,66496.0,80700.0,3404.0,6158.6,141409.0,0.0,36544.0,4.8,12763.0,406.0,258653.0,18252.0,2005,34809.0,31762.122699,2730.0,80189.0,307.0,230,1.8637616377000001,14272.0,13828.0,1438.3116883,334.0,16741.0,(0230) Lombardia,147130.0
27833.0,62258.0,(35) Specialist wine,3628.0,0.71,3836.0,28224.0,8001.0,3869.92,163991.0,460.0,47736.0,9.93,18879.0,16.0,240411.0,6120.0,2005,3879.0,5830.0232945,4027.0,43324.0,875.0,230,2.2368956294,4007.0,8491.0,1241.306125,535.0,5300.0,(0230) Lombardia,57376.0
22186.0,46458.0,(36) Specialist orchards - fruits,1758.0,0.13,0.0,37315.0,1841.0,2897.1,188497.0,270.0,21710.0,5.37,2544.0,496.0,247792.0,2399.0,2005,3864.0,7567.354221,835.0,26112.0,376.0,230,2.0939839585,5450.0,7437.0,2784.3081312,0.0,7155.0,(0230) Lombardia,40632.0
174590.0,250331.0,(45) Specialist milk,36178.0,105.0,9365.0,129435.0,43901.0,5142.71,817776.0,62448.0,79843.0,39.1,275677.0,852.0,1089401.0,8342.0,2005,113351.0,1241.073797,7861.0,121096.0,201306.0,230,1.4338183082,2211.0,23173.0,1917.1600138000001,24296.0,21011.0,(0230) Lombardia,46814.0
87816.0,98806.0,(49) Specialist cattle,15586.0,62.99,3642.0,67710.0,17896.0,3293.15,361993.0,13442.0,42716.0,21.91,62353.0,2.0,485861.0,1485.0,2005,59364.0,968.87468563,3836.0,30440.0,75652.0,230,1.1251465291,2450.0,13212.0,1201.0221127999998,55085.0,9917.0,(0230) Lombardia,20704.0
470393.0,779990.0,(50) Specialist granivores,43633.0,735.41,8402.0,399050.0,73819.0,7916.7,1191788.0,67241.0,129809.0,48.39,181316.0,1028.0,1787889.0,29012.0,2005,346210.0,1499.9481830999998,12837.0,383651.0,712634.0,230,1.6581670661,732.0,38601.0,969.02347114,310787.0,42705.0,(0230) Lombardia,66624.0
49640.0,91849.0,(60) Mixed crops,5735.0,1.8,2032.0,37577.0,10481.0,3688.35,885406.0,0.0,87950.0,20.19,63644.0,0.0,1010933.0,9903.0,2005,12147.0,4442.5252601,3579.0,52690.0,1729.0,230,1.8502942776,4951.0,13974.0,962.37160854,1484.0,10037.0,(0230) Lombardia,85169.0
58516.0,70344.0,(80) Mixed crops and livestock,16382.0,19.58,2249.0,52285.0,17783.0,3369.24,452000.0,7196.0,67536.0,27.65,72027.0,0.0,579017.0,3047.0,2005,21636.0,1414.0719532,9254.0,29886.0,27366.0,230,1.2021166632,5975.0,12613.0,1397.7789182,13001.0,11966.0,(0230) Lombardia,37003.0
19853.0,40372.0,(35) Specialist wine,106.0,0.09,7742.0,33207.0,381.0,1917.7,484501.0,70.0,23143.0,2.82,28881.0,1111.0,540922.0,3402.0,2005,4156.0,14354.073909,158.0,21388.0,115.0,241,2.0335635354,219.0,7580.0,1335.5307080999999,3.0,3445.0,(0241) Trentino,40038.0
27561.0,42691.0,(36) Specialist orchards - fruits,342.0,0.44,344.0,24502.0,-1166.0,2886.42,498676.0,312.0,26472.0,3.19,30953.0,326.0,549962.0,5907.0,2005,5184.0,12736.946952,813.0,14438.0,690.0,241,1.5489795928,1468.0,9433.0,1561.4361744999999,187.0,5897.0,(0241) Trentino,40533.0
30484.0,62884.0,(38) Permanent crops combined,768.0,1.33,18575.0,39252.0,1632.0,3704.53,509151.0,760.0,36740.0,6.51,50833.0,285.0,585904.0,2189.0,2005,8356.0,9224.7136646,2128.0,34273.0,1577.0,241,2.0628382915,1297.0,11909.0,1186.9246535,695.0,5617.0,(0241) Trentino,60010.0
131028.0,139861.0,(45) Specialist milk,19003.0,55.76,12527.0,260135.0,20925.0,5281.84,300403.0,55696.0,76297.0,44.05,130033.0,3767.0,692531.0,3846.0,2005,76483.0,517.64279491,1934.0,33835.0,113764.0,241,1.0674116874,3296.0,28445.0,2040.3879612,9482.0,16553.0,(0241) Trentino,22801.0
28967.0,45862.0,(16) Specialist other fieldcrops,709.0,1.29,892.0,57928.0,1324.0,3203.0,73613.0,559.0,35452.0,8.08,4875.0,365.0,167551.0,7258.0,2005,6481.0,4302.5509729,349.0,18807.0,1268.0,242,1.5832313099000002,9813.0,7367.0,986.69635226,755.0,7148.0,(0242) Alto Adige,34781.0
35946.0,59845.0,(36) Specialist orchards - fruits,316.0,1.09,348.0,35346.0,-78.0,3974.58,147303.0,509.0,27864.0,4.35,8150.0,336.0,211022.0,10026.0,2005,5649.0,12966.501977,822.0,23998.0,1335.0,242,1.6648750449,2063.0,10500.0,1221.5166301,412.0,8613.0,(0242) Alto Adige,56447.0
47093.0,56053.0,(45) Specialist milk,5220.0,20.87,6661.0,110846.0,5794.0,3455.94,110846.0,14059.0,46248.0,14.75,33338.0,493.0,281999.0,583.0,2005,27499.0,708.43122701,549.0,16797.0,40173.0,242,1.1902618216,5433.0,10012.0,1924.8491743,3537.0,7957.0,(0242) Alto Adige,10447.0
28886.0,35902.0,(15) Specialist COP,4200.0,0.02,387.0,14526.0,2640.0,2304.46,339277.0,8.0,25432.0,11.04,21670.0,139.0,379244.0,3931.0,2005,13840.0,3274.8055918,1010.0,9657.0,950.0,243,1.242905147,388.0,4120.0,1085.6611896,396.0,5846.0,(0243) Veneto,34563.0
30914.0,37602.0,(16) Specialist other fieldcrops,12215.0,0.26,544.0,25685.0,11480.0,2699.89,476997.0,0.0,40289.0,15.22,24255.0,361.0,542971.0,4116.0,2005,9220.0,2440.8662227,2757.0,18364.0,672.0,243,1.2163502484,1174.0,5771.0,2543.9501251999995,150.0,8689.0,(0243) Veneto,35756.0
101999.0,163999.0,(20) Specialist horticulture,534.0,0.11,31442.0,95553.0,343.0,6753.29,180425.0,0.0,54795.0,5.19,6179.0,689.0,330773.0,19177.0,2005,49509.0,31952.939849000002,1475.0,62897.0,1031.0,243,1.607846788,899.0,13181.0,9268.292682899999,0.0,17969.0,(0243) Veneto,162069.0
30716.0,45124.0,(35) Specialist wine,534.0,0.08,11952.0,45137.0,1210.0,3225.33,347399.0,0.0,41845.0,5.92,17781.0,381.0,434381.0,3624.0,2005,11970.0,7591.647543699999,917.0,16184.0,2484.0,243,1.4690872663999999,1110.0,8005.0,5078.8868422,881.0,5819.0,(0243) Veneto,41530.0
27562.0,45698.0,(36) Specialist orchards - fruits,2854.0,0.29,1099.0,14727.0,2098.0,3415.24,417981.0,152.0,30731.0,8.53,11754.0,253.0,463590.0,4845.0,2005,7974.0,5421.670244100001,871.0,20394.0,347.0,243,1.6580202518,97.0,8082.0,1071.2918346000001,112.0,5537.0,(0243) Veneto,45254.0
88044.0,117869.0,(45) Specialist milk,10969.0,55.24,12171.0,118393.0,12295.0,4455.45,621014.0,42969.0,65408.0,24.27,122717.0,502.0,847599.0,3258.0,2005,56127.0,943.92165128,2391.0,43334.0,95016.0,243,1.3387403226,552.0,12999.0,1720.0317441,15786.0,12768.0,(0243) Veneto,22300.0
130703.0,153039.0,(49) Specialist cattle,22561.0,115.36,13778.0,101175.0,22144.0,3655.47,762658.0,5919.0,73679.0,28.33,101565.0,155.0,943389.0,4473.0,2005,91942.0,1092.2313164,4175.0,45049.0,120814.0,243,1.1708900176,2394.0,13201.0,1047.2716932,140010.0,16758.0,(0243) Veneto,29831.0
354612.0,492407.0,(50) Specialist granivores,6248.0,556.69,4100.0,154069.0,-9103.0,6086.98,399802.0,61259.0,72368.0,16.37,36095.0,2530.0,687498.0,18517.0,2005,271091.0,1361.6558880999999,2617.0,128692.0,470517.0,243,1.3885794728,1352.0,16709.0,845.21079682,206911.0,43147.0,(0243) Veneto,20539.0
66436.0,89244.0,(60) Mixed crops,3472.0,0.96,2170.0,44513.0,2519.0,3622.06,395114.0,278.0,34864.0,9.93,18562.0,16.0,474769.0,12246.0,2005,34170.0,9165.9493123,564.0,25966.0,1397.0,243,1.3433031334,1178.0,8327.0,1450.2398668,681.0,11112.0,(0243) Veneto,86669.0
43619.0,56448.0,(80) Mixed crops and livestock,5626.0,17.37,6560.0,84675.0,6251.0,3832.33,482121.0,6828.0,47856.0,14.41,32748.0,126.0,621461.0,2783.0,2005,17947.0,1713.0115520999998,1656.0,19081.0,29168.0,243,1.2941393156,3252.0,10876.0,1652.8206363,10128.0,10230.0,(0243) Veneto,24029.0
14393.0,16118.0,(15) Specialist COP,5113.0,0.19,675.0,25737.0,4488.0,1952.48,202886.0,36.0,25933.0,13.78,14920.0,222.0,254592.0,344.0,2005,5003.0,1081.5476907,655.0,7106.0,336.0,244,1.1198216626000002,1742.0,4031.0,1061.5685462000001,134.0,4138.0,(0244) Friuli-Venezia Giulia,14039.0
28663.0,34532.0,(16) Specialist other fieldcrops,7761.0,0.37,3701.0,59637.0,7390.0,2388.44,379169.0,46.0,33233.0,22.06,27712.0,693.0,472085.0,2214.0,2005,10212.0,1542.6569412000001,1158.0,13258.0,994.0,244,1.2047565037,1396.0,5784.0,772.26062754,1285.0,8601.0,(0244) Friuli-Venezia Giulia,32142.0
99059.0,151483.0,(20) Specialist horticulture,1138.0,0.12,3714.0,149526.0,3184.0,5834.25,91757.0,0.0,40415.0,5.69,12222.0,575.0,281698.0,8757.0,2005,61202.0,26656.695069999998,2001.0,57211.0,105.0,244,1.5292242777,1823.0,10514.0,844.7262397,173.0,16011.0,(0244) Friuli-Venezia Giulia,149556.0
67058.0,133551.0,(35) Specialist wine,4586.0,0.14,120553.0,114045.0,11001.0,3844.52,276522.0,31.0,76932.0,10.06,66109.0,958.0,467530.0,7964.0,2005,29433.0,13392.446984999999,1383.0,81510.0,93.0,244,1.9915577161000002,1698.0,14425.0,672.36259242,81.0,12897.0,(0244) Friuli-Venezia Giulia,131760.0
87356.0,118627.0,(45) Specialist milk,13594.0,50.43,11433.0,150955.0,14551.0,5105.07,235333.0,33365.0,92654.0,30.92,88855.0,1940.0,512223.0,1095.0,2005,51521.0,899.64884171,2190.0,47372.0,87404.0,244,1.3579657888999999,4496.0,14858.0,1733.0223664999999,13122.0,15752.0,(0244) Friuli-Venezia Giulia,26727.0
130888.0,180065.0,(50) Specialist granivores,4303.0,212.97,9432.0,242903.0,7085.0,5345.17,108665.0,5105.0,62070.0,10.85,9071.0,1773.0,418743.0,4359.0,2005,81044.0,1223.9653689000002,854.0,61976.0,145929.0,244,1.3757126063999998,21649.0,16970.0,685.19448104,54220.0,25888.0,(0244) Friuli-Venezia Giulia,12487.0
25095.0,34535.0,(60) Mixed crops,4498.0,0.79,11141.0,50059.0,5153.0,2590.01,222156.0,226.0,36568.0,13.05,35189.0,637.0,309009.0,1962.0,2005,7703.0,2239.825717,927.0,15137.0,1068.0,244,1.3761763556,5515.0,6776.0,1352.0903415,562.0,7090.0,(0244) Friuli-Venezia Giulia,27952.0
40636.0,55057.0,(80) Mixed crops and livestock,7149.0,14.84,7326.0,58411.0,6297.0,3432.26,181538.0,8795.0,53190.0,18.36,39162.0,1309.0,301934.0,426.0,2005,18847.0,1487.5419972000002,1785.0,24385.0,23421.0,244,1.3548703678,5229.0,8801.0,1578.7080857,5753.0,9468.0,(0244) Friuli-Venezia Giulia,26407.0
21907.0,47393.0,(20) Specialist horticulture,60.0,0.02,25.0,39120.0,1436.0,3741.89,120684.0,21.0,11847.0,1.02,193.0,7.0,171671.0,2460.0,2005,8144.0,52428.578674000004,482.0,27024.0,18.0,250,2.1633892446000003,205.0,5250.0,821.75267757,13.0,5563.0,(0250) Liguria,47170.0
5185.0,11353.0,(37) Specialist olives,1804.0,0.01,847.0,6192.0,1686.0,2832.97,127800.0,0.0,8063.0,2.29,4120.0,0.0,142055.0,426.0,2005,1475.0,4700.5547453,122.0,8135.0,18.0,250,2.1893215295,662.0,1522.0,3349.1620112,3.0,1641.0,(0250) Liguria,10672.0
5521.0,13137.0,(60) Mixed crops,526.0,0.19,1431.0,14326.0,797.0,2803.31,80054.0,111.0,9745.0,1.78,2021.0,0.0,104237.0,0.0,2005,1755.0,7006.6218227,38.0,8413.0,282.0,250,2.3796061908,749.0,2125.0,1448.9065289999999,52.0,1602.0,(0250) Liguria,12106.0
52958.0,62092.0,(16) Specialist other fieldcrops,12837.0,0.34,0.0,29299.0,8307.0,2863.18,570418.0,181.0,11715.0,34.18,17333.0,109.0,611613.0,7092.0,2005,13014.0,1492.1246015000002,5717.0,17440.0,485.0,260,1.1724640185,14264.0,8867.0,1439.10251,138.0,18159.0,(0260) Emilia-Romagna,47343.0
110402.0,163406.0,(20) Specialist horticulture,5246.0,0.21,0.0,28682.0,755.0,5261.08,210121.0,71.0,8893.0,9.95,6590.0,43.0,247767.0,18395.0,2005,51814.0,16519.507368000002,4136.0,53759.0,342.0,260,1.4801033319999999,3999.0,8173.0,1641.0366929000002,138.0,27841.0,(0260) Emilia-Romagna,159066.0
30049.0,45443.0,(35) Specialist wine,1692.0,0.06,0.0,18818.0,71.0,3037.64,210838.0,0.0,3510.0,8.35,18294.0,194.0,233167.0,4521.0,2005,6928.0,5320.4303936999995,1504.0,15730.0,182.0,260,1.5123209212,1542.0,7773.0,3040.7802433,85.0,9128.0,(0260) Emilia-Romagna,43719.0
36032.0,55098.0,(36) Specialist orchards - fruits,2948.0,0.08,0.0,29988.0,1777.0,3980.66,264973.0,46.0,6187.0,10.48,5970.0,116.0,301193.0,4450.0,2005,10004.0,5149.1197696,1672.0,20894.0,109.0,260,1.5291224747999999,1726.0,9675.0,1274.1184919000002,126.0,10115.0,(0260) Emilia-Romagna,53263.0
33196.0,48793.0,(38) Permanent crops combined,1574.0,0.02,0.0,42017.0,257.0,3512.67,304572.0,10.0,6661.0,13.73,17824.0,305.0,353260.0,4545.0,2005,8011.0,3492.3333645000002,1765.0,15855.0,2.0,260,1.4698534687,1558.0,9847.0,104.14389796,34.0,8723.0,(0260) Emilia-Romagna,47233.0
186424.0,234685.0,(45) Specialist milk,20878.0,99.98,0.0,81769.0,12436.0,6763.59,727986.0,74634.0,20356.0,43.03,265804.0,726.0,904744.0,13785.0,2005,115826.0,837.67247816,7744.0,60696.0,197597.0,260,1.2588729966,1525.0,19964.0,1976.3412755999998,22563.0,28379.0,(0260) Emilia-Romagna,35563.0
51950.0,53155.0,(49) Specialist cattle,12526.0,31.6,0.0,45764.0,8018.0,3466.39,235512.0,19055.0,11715.0,32.18,31688.0,658.0,312046.0,3160.0,2005,25248.0,692.66564548,4354.0,9223.0,29398.0,260,1.0231865567,1774.0,9649.0,930.43453403,19112.0,8881.0,(0260) Emilia-Romagna,21982.0
671097.0,688986.0,(50) Specialist granivores,14878.0,627.97,0.0,327130.0,-30402.0,10266.32,593192.0,31357.0,12195.0,34.64,45865.0,3457.0,963874.0,72717.0,2005,456623.0,1042.5739297,13970.0,-12513.0,641314.0,260,1.0266562054000001,13254.0,21810.0,1021.2472148,251642.0,102520.0,(0260) Emilia-Romagna,34418.0
37903.0,45077.0,(60) Mixed crops,4505.0,0.16,0.0,18117.0,2355.0,3494.97,358230.0,116.0,5627.0,18.13,7314.0,98.0,382091.0,4089.0,2005,12534.0,2506.279541,3014.0,9529.0,292.0,260,1.1892751238,2297.0,5270.0,1806.9018280999999,31.0,12898.0,(0260) Emilia-Romagna,42487.0
89085.0,100249.0,(80) Mixed crops and livestock,14792.0,30.88,0.0,75428.0,9477.0,4763.05,542057.0,22938.0,9576.0,33.82,72313.0,425.0,650000.0,8510.0,2005,40136.0,1304.6179045,4629.0,20641.0,49697.0,260,1.1253227643000001,10392.0,12075.0,1609.5868151,10238.0,23310.0,(0260) Emilia-Romagna,40160.0
24658.0,25301.0,(15) Specialist COP,12970.0,0.05,2419.0,61853.0,12356.0,2719.1,393867.0,2.0,34374.0,35.16,64521.0,611.0,490096.0,2074.0,2005,6507.0,599.27562339,807.0,13691.0,53.0,270,1.0260850644,6788.0,6419.0,1111.2356545,90.0,8241.0,(0270) Toscana,18460.0
33532.0,45916.0,(16) Specialist other fieldcrops,12426.0,0.11,2044.0,67956.0,11932.0,3124.84,378641.0,46.0,49124.0,37.82,56375.0,177.0,495767.0,4061.0,2005,9660.0,1210.5776265,1603.0,24615.0,196.0,270,1.3693104402,5945.0,8419.0,1611.379354,108.0,9613.0,(0270) Toscana,39776.0
71225.0,131008.0,(20) Specialist horticulture,528.0,0.2,21559.0,93079.0,3414.0,5850.41,224306.0,0.0,30502.0,3.66,3298.0,192.0,347887.0,16801.0,2005,28320.0,39066.877304,518.0,63198.0,179.0,270,1.8393699898,604.0,9155.0,885.60306823,266.0,16238.0,(0270) Toscana,130225.0
153394.0,193781.0,(35) Specialist wine,3511.0,0.06,169405.0,248154.0,5881.0,6452.08,479923.0,0.0,85132.0,21.89,42060.0,3371.0,813208.0,41646.0,2005,45886.0,9895.4286109,2395.0,48156.0,105.0,270,1.2632834723,18557.0,31703.0,1217.0918455,147.0,28394.0,(0270) Toscana,175118.0
14914.0,16119.0,(37) Specialist olives,798.0,0.08,6351.0,47579.0,605.0,2403.05,115542.0,0.0,19299.0,7.5,3075.0,0.0,182420.0,4345.0,2005,2868.0,1744.736234,454.0,2176.0,6.0,270,1.0807905631999999,4216.0,4177.0,98.59699663100001,243.0,3071.0,(0270) Toscana,11897.0
29335.0,37423.0,(38) Permanent crops combined,1247.0,0.36,28811.0,91584.0,1884.0,2722.64,176973.0,0.0,22789.0,11.55,6570.0,21.0,291346.0,6943.0,2005,7455.0,3291.8650031999996,497.0,10463.0,284.0,270,1.2757331241,3507.0,7870.0,797.9885606,607.0,6549.0,(0270) Toscana,33633.0
121322.0,170544.0,(45) Specialist milk,15652.0,63.2,8331.0,215254.0,17125.0,5054.54,303070.0,70863.0,77478.0,45.04,97626.0,4854.0,666665.0,10560.0,2005,64997.0,550.12021067,792.0,81344.0,133225.0,270,1.4057139039,12641.0,16713.0,2107.8594742,13907.0,23406.0,(0270) Toscana,24678.0
44240.0,60058.0,(48) Specialist sheep and goats,12191.0,31.16,3497.0,94452.0,12992.0,3948.75,339040.0,28505.0,53649.0,46.78,65480.0,410.0,515598.0,2326.0,2005,21388.0,381.03600942,1199.0,29624.0,40718.0,270,1.3575441335,2019.0,9645.0,1306.6887007999999,3933.0,9271.0,(0270) Toscana,17321.0
63132.0,90423.0,(49) Specialist cattle,18315.0,47.84,6173.0,154105.0,20067.0,4303.41,558114.0,40801.0,86512.0,44.79,85192.0,742.0,839372.0,4540.0,2005,33612.0,574.07077389,790.0,52826.0,55094.0,270,1.4322846144999999,10118.0,12472.0,1151.6855951999999,41999.0,10976.0,(0270) Toscana,25211.0
126029.0,187151.0,(50) Specialist granivores,8670.0,421.54,9540.0,273248.0,15437.0,4298.23,215072.0,14915.0,56685.0,32.9,44643.0,1382.0,559920.0,7142.0,2005,82456.0,684.06895153,1578.0,76560.0,161754.0,270,1.4849891727000002,3814.0,13724.0,383.72167167,90946.0,19747.0,(0270) Toscana,21584.0
51376.0,56511.0,(60) Mixed crops,7689.0,1.99,28624.0,95917.0,7170.0,3924.06,391512.0,1082.0,43240.0,30.55,41331.0,639.0,531750.0,14445.0,2005,11483.0,1712.3500957000003,1355.0,12642.0,1661.0,270,1.0999513143000001,8531.0,11083.0,815.99093352,2771.0,12371.0,(0270) Toscana,46319.0
27757.0,35392.0,(80) Mixed crops and livestock,7743.0,9.19,7731.0,83118.0,7962.0,2946.23,287648.0,7467.0,39209.0,24.32,30521.0,159.0,417441.0,1895.0,2005,9501.0,747.29991887,561.0,16818.0,14262.0,270,1.2750599844,3768.0,8888.0,1251.6204162000001,10947.0,6754.0,(0270) Toscana,17363.0
15898.0,15194.0,(15) Specialist COP,6965.0,0.19,4098.0,28777.0,6377.0,1946.7,161725.0,39.0,43373.0,20.65,31504.0,0.0,233915.0,17.0,2005,4425.0,633.66134926,846.0,5778.0,456.0,281,0.9556886141,2185.0,6107.0,951.64469004,263.0,4503.0,(0281) Marche,12552.0
25117.0,33292.0,(16) Specialist other fieldcrops,6010.0,0.3,3603.0,29595.0,5815.0,2294.29,195240.0,57.0,39151.0,20.39,28562.0,59.0,264043.0,1328.0,2005,8039.0,1470.4291875999998,1368.0,14065.0,361.0,281,1.3254994122,4363.0,6564.0,1191.6806098,383.0,7758.0,(0281) Marche,28569.0
50053.0,71724.0,(20) Specialist horticulture,1159.0,0.12,3279.0,18825.0,2365.0,3963.9,66537.0,0.0,31461.0,5.65,5706.0,0.0,116823.0,6314.0,2005,28906.0,13232.704069,1296.0,24036.0,354.0,281,1.4329567067,305.0,5255.0,1611.8950051,589.0,8282.0,(0281) Marche,71066.0
15711.0,22655.0,(35) Specialist wine,1908.0,0.02,6377.0,18524.0,2410.0,2502.21,84729.0,0.0,22455.0,6.68,11657.0,12.0,125708.0,336.0,2005,4071.0,3302.5843066999996,358.0,10260.0,18.0,281,1.4420447011000002,1115.0,5332.0,1032.4083187,7.0,5601.0,(0281) Marche,21522.0
10841.0,14763.0,(36) Specialist orchards - fruits,1532.0,0.08,539.0,49968.0,1420.0,2476.15,78364.0,0.0,9990.0,4.02,3740.0,743.0,138322.0,37.0,2005,1841.0,2912.0923989999997,107.0,5342.0,129.0,281,1.3618455719,2970.0,4532.0,1572.8081504000002,477.0,3581.0,(0281) Marche,11664.0
7029.0,10096.0,(38) Permanent crops combined,1571.0,0.11,1902.0,9074.0,1492.0,2435.59,73083.0,25.0,11915.0,6.03,6909.0,58.0,94097.0,2.0,2005,1441.0,1396.1940933,84.0,4568.0,142.0,281,1.4364255609999999,2034.0,3624.0,1301.6691560000002,113.0,1820.0,(0281) Marche,7920.0
40771.0,48743.0,(48) Specialist sheep and goats,14408.0,45.99,4200.0,56398.0,15369.0,3931.13,360196.0,31751.0,33615.0,64.28,58295.0,54.0,481960.0,1886.0,2005,17718.0,212.17578382,2340.0,23341.0,31499.0,281,1.1955400607,3654.0,9433.0,684.85739388,17547.0,9341.0,(0281) Marche,13590.0
35755.0,42944.0,(49) Specialist cattle,10972.0,30.47,4379.0,37438.0,11502.0,3460.15,161065.0,25062.0,46089.0,37.87,54567.0,7.0,269655.0,1220.0,2005,15518.0,407.47948479,1630.0,22082.0,25171.0,281,1.201063625,2581.0,8838.0,826.17384931,26260.0,8543.0,(0281) Marche,15193.0
51072.0,74211.0,(50) Specialist granivores,3372.0,105.27,1540.0,43122.0,8130.0,2668.35,64243.0,1236.0,15662.0,8.56,16688.0,1.0,124262.0,490.0,2005,35826.0,1032.164149,2697.0,31269.0,65313.0,281,1.4530629754,661.0,5650.0,620.45283657,23370.0,6408.0,(0281) Marche,8238.0
11358.0,16395.0,(60) Mixed crops,2852.0,0.55,5344.0,21282.0,3088.0,2443.54,99739.0,216.0,19078.0,10.82,16166.0,29.0,140315.0,122.0,2005,3227.0,1351.1715153,490.0,8157.0,652.0,281,1.4434597916,1392.0,4654.0,1120.1112346,649.0,2836.0,(0281) Marche,14350.0
31764.0,33622.0,(80) Mixed crops and livestock,8411.0,9.9,7175.0,51319.0,7816.0,3047.72,143603.0,5693.0,51700.0,26.07,38312.0,68.0,252315.0,368.0,2005,8730.0,704.39882656,3128.0,10869.0,9653.0,281,1.0585065099,6212.0,9649.0,974.82615248,9284.0,9820.0,(0281) Marche,17758.0
15830.0,16564.0,(15) Specialist COP,7017.0,0.11,2503.0,19837.0,6804.0,1528.43,266925.0,13.0,24582.0,23.33,31470.0,0.0,311357.0,1708.0,2005,4202.0,665.13559013,1151.0,7538.0,109.0,282,1.0463606569,2029.0,3876.0,1033.1685726,191.0,4892.0,(0282) Umbria,14425.0
36593.0,26898.0,(16) Specialist other fieldcrops,31618.0,0.14,2097.0,26396.0,31161.0,2807.62,232803.0,35.0,43121.0,23.82,23556.0,30.0,302355.0,5319.0,2005,11498.0,1194.2726197999998,4106.0,21465.0,191.0,282,0.7350467737999999,1305.0,5882.0,1603.2915007000001,92.0,9757.0,(0282) Umbria,25401.0
37916.0,62256.0,(35) Specialist wine,4834.0,0.04,48279.0,30068.0,8785.0,3097.29,236711.0,41.0,43001.0,17.38,9519.0,68.0,309821.0,10167.0,2005,9496.0,3805.7769524000005,1826.0,33125.0,27.0,282,1.6419476802000001,1027.0,9780.0,601.5782027,6.0,6579.0,(0282) Umbria,61202.0
11885.0,13732.0,(38) Permanent crops combined,2675.0,0.02,3950.0,34538.0,2872.0,2711.89,133396.0,0.0,31476.0,10.76,8421.0,404.0,199410.0,1144.0,2005,1838.0,1180.4929029999998,312.0,4720.0,341.0,282,1.1554584307,2239.0,5083.0,525.2473034,259.0,3104.0,(0282) Umbria,11152.0
117886.0,163335.0,(45) Specialist milk,20251.0,74.39,13849.0,151061.0,23390.0,6291.61,531826.0,63666.0,103494.0,73.12,108966.0,49.0,850047.0,14258.0,2005,61443.0,496.35263632,4218.0,68839.0,121458.0,282,1.3855335766999999,7132.0,16725.0,1632.7383265,19834.0,21194.0,(0282) Umbria,34745.0
26637.0,42728.0,(48) Specialist sheep and goats,9144.0,27.07,4879.0,41950.0,9943.0,3867.08,133106.0,22442.0,46209.0,39.52,35288.0,0.0,243707.0,2041.0,2005,13252.0,322.2487619,1799.0,26859.0,28780.0,282,1.6040557868,1364.0,5219.0,1063.3490696000001,4406.0,4326.0,(0282) Umbria,12583.0
38551.0,46857.0,(49) Specialist cattle,13740.0,27.39,5791.0,62238.0,15122.0,3153.68,232536.0,12508.0,42714.0,36.13,60232.0,60.0,349997.0,380.0,2005,21369.0,398.83147788,1884.0,23429.0,30888.0,282,1.2154702712,1657.0,7359.0,1127.7148710000001,34442.0,7500.0,(0282) Umbria,14312.0
